app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at,extracted_features_TransFeatEx
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,504a0daa-8d4c-4d3f-9c8a-272947e6ee1b,nice app gives accurate answers and useful for common questions. excellent with foreign languages 👍,,royal rasoi,5,"Nov 06, 2024",GiveAccurateAnswer
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,83a59e49-ddc0-495d-8649-e3e6b79e7808,not understand my way to talk.,,SANTOSH KUMAR,1,"Nov 06, 2024",UnderstandWay
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,05b539a9-b9d9-40d9-afbf-cf408d8d9c5e,The best app ever,,Gideon Allotey,5,"Nov 06, 2024",GoodApp
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,a924745b-2b35-4813-bd51-4a5b1639b1a9,Gemini will no longer allow you to make a i r or allow you to upload screenshots at all seriously that's why I'm giving them one star if you're able to change it and allow us to do that if you allow us to do that I will change my review back to five stars jackasses,,My multiverse of Elemental Guardian,1,"Nov 06, 2024",MakeIR
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,50d0a1d8-01bb-4f65-a7cc-408206626a01,very helpful app,,Naveed Abbas,5,"Nov 06, 2024",VeryHelpfulApp
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,9a5f0885-4eeb-42d8-be33-eea2631a5ee4,doesn't even let me finish my sentence and gets speech to text wrong,"Hi there. Thanks for your feedback. We're always working to improve the Gemini experience and this type of feedback really helps. If this happens again, please Open the Gemini App > tap top right profile picture or initial > Feedback > Send feedback. Please add #GeminiAndroid to your report. Thanks again for helping us improve!",KnocKle,2,"Nov 06, 2024",FinishSentence
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,61843e5b-a654-4d43-a808-34eb320dd89e,I can't delete this app plus it deleted my Google 😡😡😡😡,"Hi Lorraine. Thanks for letting us know. You can submit feedback, on mobile by tapping your top right profile picture or initial OR on web by clicking Help in the bottom left corner. Hope that helps.",Lorraine Allies,1,"Nov 06, 2024",DeleteApp
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,612bb826-5f82-47d1-b06e-692cb02b8c47,Love this app,,James Bond,5,"Nov 06, 2024",LoveApp
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,999f89ad-8ee4-4cad-9e3b-9bfcd19dd302,good app,,Harshal Patil,4,"Nov 06, 2024",GoodApp
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,c7352f4c-65e8-41fc-aae7-507442931616,lic only,,sekar Sekar,4,"Nov 06, 2024",Lic
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,811a04fc-0b56-4b4d-93fe-7f555b09448a,it is an very good ai app but the only head ache for me when went inside the app is changing the language and that also I have changed by the guidence of YouTube,,devi lakshmipathi1912,5,"Nov 06, 2024",ChangeLanguage
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,3522033a-cee3-43b9-95e4-bb821708017d,because it tell useful information in brif,,Sunil Shewale,5,"Nov 06, 2024",TellUsefulInformation
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,4af65404-5913-4738-8069-9521f37746ac,"Awful , doesn't let me finish my questions, and very heavy to understand",,Axel Belkacemi,1,"Nov 06, 2024",FinishQuestion
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,d6af3553-66d5-4f73-a0a4-0a67de2e0e21,it think the ai should also send us pictures that we want,,Arsalan Faheem,4,"Nov 06, 2024",SendPicture
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,1fcf2942-d1bb-415b-81f5-b16cd52b4a55,it doesn't any game,,Geeta Kumari,5,"Nov 06, 2024",DoGame
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,a65c2c42-a2fe-407b-9703-30d6bfd6e077,its very good than assistant but it want some improvent,,ramesh mv,5,"Nov 06, 2024",WantImprovent
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,45a95b94-4b1c-493e-b86b-54a5ebe1dbbe,Very helpful for finding Answers to all my(your) questions,,Tut Jany,5,"Nov 06, 2024",FindAnswer
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,3efa0166-bfee-4ea1-a6f8-69ac4beac766,Loveeeeeee Technology,,Ashley Wilhelm,5,"Nov 06, 2024",LoveeeeeeeTechnology
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,c0e37e4b-cc30-4b4a-9e77-7249f525af22,please update hindi language mind blowing he speak hindi actually im in love waiting for the upgrade on hindi language mashallah,,Salman Arawkar,5,"Nov 06, 2024",UpdateHindiLanguage
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,290e6a96-822a-4f00-a27c-e85cbe42d263,"unbelievable things, excellent app",,Martha Kawinga,5,"Nov 06, 2024",UnbelievableThing
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,67f21ed6-b416-43dd-a9a1-485917c35787,I've been checking Gemini out on my cell phone it was a bonus in my text messages I asked if I was able to use her on other devices and she said yes so I downloaded the app it's really neat you can actually speak to her and she speaks back in a voice you don't have to read it. I believe this app can help people do so many things it can also help with language barriers or self-confidence so much knowledge can come from this app in such a quick amount of time,,Cash Romine,5,"Nov 06, 2024",CheckGemini;DoSoManyThing
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,4737b290-b698-4493-878b-88e807d655ec,the best app in the world❤️,,مژگان آ,5,"Nov 06, 2024",GoodApp
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,90639045-b487-49f8-8073-6d49e95cbbf9,"This app is getting increasingly less useful. To me it now feels as if I have to pay in order to get the answers it used to give. When I ask questions, it answers with something completely different or it says to visit a certain website for answers. If I ask in Google for the same thing, the AI answers are straight to the point. I don't see why it doesn't give the same answers on this app",,Joel Cruz Aguilar,2,"Nov 06, 2024",GetAnswer;AskQuestion;GiveSameAnswer
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,5b05accf-4fad-4114-b584-c49bf9a9f71e,good app,,Balram Sisodiya,5,"Nov 06, 2024",GoodApp
