app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at,extracted_features_TransFeatEx
Telegram,org.telegram.messenger,COMMUNICATION,4fdd4417-3325-4744-8e3c-1a5c28cfe171,"Telegram Is my one of favourite app, since I am using telegram from 2019 but recently my telegram account was hacked , he changed my password and 2 step recovery email please help me to recover my telegram account My Suggestion - Telegram Should Add a OTP option when we change our recovery Gmail Please Telegram Help Me To Recover My telegram account I have many important files and photos in my account Thank you",,Gururaj Yt,3,"Nov 06, 2024",UseTelegram
Telegram,org.telegram.messenger,COMMUNICATION,24d8888e-93a7-4a18-a65d-9f570abd6c13,Happy Happy,,Samuel Ajiboye,5,"Nov 06, 2024",HappyHappy
Telegram,org.telegram.messenger,COMMUNICATION,ce971dce-6162-45b0-943b-6334ab8de2bf,Very good,"Thank you for your review, we appreciate it!",Razie Rezaei,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,900e9f39-468c-4225-98a3-960b3ca00c44,"Forward message isn't working! The issue apeared some time at spring and still not fixed. STR: 1. Open any chat or DM with forwarded message. 2. Click at the arrow at bottom right corner to forward it. 3. Type some text to search a chat you want forward the message to 4. Click on person/chat. (Spoiler: click does nothing, you cannot select). Reproduces when using search. Also try to send to archieved of foldered chats It's really annoying and quite an old problem, please fix it",,Skarlet RED,2,"Nov 06, 2024",Str;OpenChat;TypeText;UseSearch
Telegram,org.telegram.messenger,COMMUNICATION,517b5bf7-4373-469e-bcf8-b1f071bc3480,Best app for Boy's 😜,,Praneeth Varma,5,"Nov 06, 2024",GoodApp
Telegram,org.telegram.messenger,COMMUNICATION,4436d1d9-4162-4108-a983-b733019af5d8,Worst privacy and security,,Vikas Bade,1,"Nov 06, 2024",BadPrivacy
Telegram,org.telegram.messenger,COMMUNICATION,b9436ca0-f184-4cf3-bb1a-f58727bdca24,"Fix your app cuz it's not sending SMS code anymore, it's says (plss check the code we sent on your other device) but I don't have other device and also I just bought a new SIM card. Why is not sending Code on my SMS,..",,Val Christian Torres,2,"Nov 06, 2024",FixApp;SendCode
Telegram,org.telegram.messenger,COMMUNICATION,4f638aa3-d96e-42e0-bf58-93bc0cd6b83b,i like so much..,,jamal khan,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,9609d717-5cde-4b0b-915e-e9b90050063b,late message problem 😔,"Thank you for your feedback. If you have any specific issues or suggestions, please feel free to share them with us.",Amarjeet kumar,1,"Nov 06, 2024",LateMessageProblem
Telegram,org.telegram.messenger,COMMUNICATION,97172b04-2bcf-497b-b131-37d5d536c839,I am facing display glitch problem in some telegram bots it's irritating me i am unable to play some bots smoothly my device is OPPO A38,,Rashid Ramzan,2,"Nov 06, 2024",FaceDisplayGlitchProblem
