app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,7a279ce5-87c1-47e5-994d-41362bbe57a4,Copilot has nearly replaced my Bing searches. I miss Cortana though. There are occasional questions that you should verify independently because this as well as most other AI will tell you anything is possible.,,Jon Worthy,5,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,df866f2f-e974-49a6-835b-565095815795,The Copilot application is more than expected. I'm very glad to have the opportunity to get all the help needed in completing my day to day work.,,Ahsan Qureshi,5,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,ecd5d947-d565-454e-9d14-e76f5dea4227,"Bom, mas muitas vezes as respostas param no meio ou ela nem responde.",,Austtyn,2,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,f7661dfb-0260-49d0-8f0d-a3fbbf9d5794,Kavithakavi,,Kavitha Kavi,5,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,0c6215a7-2e48-4274-bccb-9152f429fee0,very good,,sebas vera,5,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,40a22a98-4878-499e-976e-c36838d2684c,"best thing ever!!!!! I've used this to create company logos, rewrite business documents more professionally, create birthday messages with images... it's absolutely awesome!!",,Juanita Coertze,5,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,605361e2-6514-4b2d-9fee-b5b2827c2663,"very convenient for answering questions, but super for drawings",,Mohanad Qaschtooni,4,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,14da54f7-5080-4e44-94f5-260ae7d57b90,love,,Angel R,5,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,5cbd7b1b-4446-4a4c-a227-4138d53156bf,very useful copilot,,Ranjith kumar,5,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,deed9774-2c46-44f5-8bc6-af47f34ebea2,beat ai,,Junior JJ,5,"Nov 06, 2024"
​​Microsoft Copilot,com.microsoft.copilot,PRODUCTIVITY,7958343b-7920-47c7-b887-5e4846f3772c,Awesome,,Charles Morris (Chuck),5,"Nov 06, 2024"
