app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at,extracted_features
WhatsApp Messenger,com.whatsapp,COMMUNICATION,405b660d-5b4d-41e6-bf8a-f29c82c4ad23,Am enjpying this whatsapp messenger application,,Auwal Zakariya,4,"Nov 06, 2024",EnjpyeWhatsappMessengerApplication
WhatsApp Messenger,com.whatsapp,COMMUNICATION,d9a95fa2-9118-461b-a858-960bb7f20f1d,it is too slow.i wanted to update my whatsapp and it took me 5hrs before updating,,Lunga Junior,1,"Nov 06, 2024",UpdateWhatsapp
WhatsApp Messenger,com.whatsapp,COMMUNICATION,146407e2-bb87-400d-99cc-8fa54166cfc7,Very useful app,,Nury Khanam,5,"Nov 06, 2024",VeryUsefulApp
WhatsApp Messenger,com.whatsapp,COMMUNICATION,6f67f201-1786-49b3-b063-b7cc3e693e3b,Superb but if we send message that green box will send change colour of green.,,Dhanu Ja,5,"Nov 06, 2024",SendMessage
WhatsApp Messenger,com.whatsapp,COMMUNICATION,855d8e96-3df0-4b77-b464-b94a7df71e5c,"Hot smooth, intense ,active,mornings",,Teta Nounlasy,4,"Nov 06, 2024",HotSmoothIntenseActiveMorning
WhatsApp Messenger,com.whatsapp,COMMUNICATION,1f637c33-c06f-448e-be41-eb9dabdcbcab,"Worst app , fade videos and images after uploading on status",,Aman Chauhan,1,"Nov 06, 2024",FadeVideo
WhatsApp Messenger,com.whatsapp,COMMUNICATION,a1bc2a64-9128-43a8-b22d-4e8d21a80c13,"Its easy to use but it has so many setting which you can change and has new features including Meta Ai ,really cool guys",,Amogelang Ncube,4,"Nov 06, 2024",HaveSoManySetting
WhatsApp Messenger,com.whatsapp,COMMUNICATION,646a9a56-e044-4377-af70-228eb6386fad,New version,,Akash Singe,5,"Nov 06, 2024",NewVersion
WhatsApp Messenger,com.whatsapp,COMMUNICATION,de8a50f6-5ccc-40be-9f74-2f6dfc0a4505,Best app for messaging,,Hizenberg Sanjan,5,"Nov 06, 2024",GoodApp
WhatsApp Messenger,com.whatsapp,COMMUNICATION,64ec08f9-b91f-45c8-9e54-14b9f8343e15,Good morning,,Umar Ch,5,"Nov 06, 2024",GoodMorning
WhatsApp Messenger,com.whatsapp,COMMUNICATION,f8edb16f-0578-4bd6-96b6-8ff9ba0d6769,Nice app for chatting 🥰🥰,,Iliya Justina,4,"Nov 06, 2024",NiceApp
WhatsApp Messenger,com.whatsapp,COMMUNICATION,368a1bf0-e543-49de-8095-3cb7bb413361,"Whatsapp keep logging me out after i have log on, on my device. I have sent countless review and there are no repsonse or repair. Please kindly resolve. I have not been able to use my account for months now.",,Yusuf Micheal,1,"Nov 06, 2024",SendCountlessReview;UseAccount
WhatsApp Messenger,com.whatsapp,COMMUNICATION,892d44a6-6034-488a-a127-10ee7f3cda4d,I glad your working WhatsApp,,Nankanga Branda,5,"Nov 06, 2024",WorkWhatsapp
WhatsApp Messenger,com.whatsapp,COMMUNICATION,2cf1870b-b19f-4dc3-9d7c-2122db0656d0,I want video call filter🙂,,Vijayalakshmi C,4,"Nov 06, 2024",WantVideoCallFilter
WhatsApp Messenger,com.whatsapp,COMMUNICATION,039298ce-f452-4aea-8243-a2b289f3d878,Very good app,,Idris Ayuba,4,"Nov 06, 2024",VeryGoodApp
WhatsApp Messenger,com.whatsapp,COMMUNICATION,78063f4e-5f4f-44d9-aea6-8e9336f70b0b,I love this app,,Mqondisi Jobe,5,"Nov 06, 2024",LoveApp
WhatsApp Messenger,com.whatsapp,COMMUNICATION,246cd7f8-e9eb-431c-8933-1a0584fab785,1.When we send message the recipient read that message in his notification But whatsApp still shows that message to be read. 2.when we want but dp there is size or mb limitation 3.in dp there should be video option also And who seen also.,,mohd Arif Ahmed,3,"Nov 06, 2024",SendMessage
WhatsApp Messenger,com.whatsapp,COMMUNICATION,d9e6a528-0972-4554-84d1-fb1322bdf786,I love WhatsApp more than face book,,Suzy Khasho,5,"Nov 06, 2024",LoveWhatsapp
WhatsApp Messenger,com.whatsapp,COMMUNICATION,6c1a1c3e-0dfb-45f8-86d7-a36c1979d741,The best app ever🥰I love it and I like it👌this app make us reach our family,,Jackline Ruguru,5,"Nov 06, 2024",ReachFamily
WhatsApp Messenger,com.whatsapp,COMMUNICATION,eedc0d9a-0c48-40d1-bb24-c1683cd53bc3,My watsapp seemed to be spamed so I cannot access my watsapp .,,shyam rajagopal,5,"Nov 06, 2024",AccessWatsapp
WhatsApp Messenger,com.whatsapp,COMMUNICATION,9c91f101-8311-4db2-8fd9-636057cd0877,"WhatsApp voice messages have stopped auto playing the next VM since months ago, yet there's NO FIX till date. 🤬",,Christian Kee,1,"Nov 06, 2024",PlayNextVm
WhatsApp Messenger,com.whatsapp,COMMUNICATION,4aedc287-c8cd-47d5-a760-7086b7fac066,Good safely month update stop virus. Happy update,,Eva Kerr,5,"Nov 06, 2024",GoodSafelyMonthUpdate;HappyUpdate
