app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at,extracted_features
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,504a0daa-8d4c-4d3f-9c8a-272947e6ee1b,nice app gives accurate answers and useful for common questions. excellent with foreign languages 👍,,royal rasoi,5,"Nov 06, 2024",questions;foreign languages
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,83a59e49-ddc0-495d-8649-e3e6b79e7808,not understand my way to talk.,,SANTOSH KUMAR,1,"Nov 06, 2024",talk
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,acf4f286-421e-4b20-a866-396a6a5ea760,Chatgpt and Perplexity are way better than this.,,Amitabh Srivastava,2,"Nov 06, 2024",Chat
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,1afbadf5-c91a-41af-a923-e1008838b035,it's very usefull in regular life,,Anshu Raj,4,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,3879c0ac-1760-42d2-8fbc-940756722c9c,Best 👌,,Joahua Ejiogu,5,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,598024e3-a36f-4d0e-a7d9-0617c78d390b,cannot translate,,DI DIVYANSHI RATHORE,1,"Nov 06, 2024",translate
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,05b539a9-b9d9-40d9-afbf-cf408d8d9c5e,The best app ever,,Gideon Allotey,5,"Nov 06, 2024",The
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,65f5b495-e722-414b-8e47-ad4f23fc272c,good,,Sayan Mondal,4,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,fc73b485-ffbd-48b1-8746-cf6834172c9c,sometimes AI didn't hear properly,,Vansh Chaudhary,4,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,4bfda4d3-77b1-49a1-b071-0b142446bd07,super app,,Mdabdul Mokim,5,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,61e4dad3-7a4e-4bc0-8c3f-fb8f14a2e6a7,Tq Best,,mrSamarth Waghamore,5,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,958389eb-229b-4937-90ed-c4f4dc632aeb,bad app not good,,4 minute crafts,1,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,c5f8ae30-efc8-4095-9557-2a9dab91b8a8,so good,,Mohit Logade,5,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,b3ece6be-266a-4646-9a46-4d07257d7973,bad,,joe salah,1,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,a924745b-2b35-4813-bd51-4a5b1639b1a9,Gemini will no longer allow you to make a i r or allow you to upload screenshots at all seriously that's why I'm giving them one star if you're able to change it and allow us to do that if you allow us to do that I will change my review back to five stars jackasses,,My multiverse of Elemental Guardian,1,"Nov 06, 2024",asses
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,50d0a1d8-01bb-4f65-a7cc-408206626a01,very helpful app,,Naveed Abbas,5,"Nov 06, 2024",app
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,9a5f0885-4eeb-42d8-be33-eea2631a5ee4,doesn't even let me finish my sentence and gets speech to text wrong,"Hi there. Thanks for your feedback. We're always working to improve the Gemini experience and this type of feedback really helps. If this happens again, please Open the Gemini App > tap top right profile picture or initial > Feedback > Send feedback. Please add #GeminiAndroid to your report. Thanks again for helping us improve!",KnocKle,2,"Nov 06, 2024",speech
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,002aeee4-3d49-461b-95d9-50343cd81437,good👍🏻,,Nasiya Nidtha,5,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,60e14659-c6dc-4948-a5af-62b7be0eecf6,best ai 🫶,,Vivek Kumar,5,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,d7236d51-c604-4211-9419-a5053c5a282b,excellent,,Dinesh Anbazhagan,5,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,61843e5b-a654-4d43-a808-34eb320dd89e,I can't delete this app plus it deleted my Google 😡😡😡😡,"Hi Lorraine. Thanks for letting us know. You can submit feedback, on mobile by tapping your top right profile picture or initial OR on web by clicking Help in the bottom left corner. Hope that helps.",Lorraine Allies,1,"Nov 06, 2024",😡😡😡😡
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,6a98fd0e-8322-4f80-968f-1a1cdbf56a90,Audio is not working in live chat session!,,Sujeka Jeka,2,"Nov 06, 2024",live chat session
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,76a01ea4-d171-4e67-8fc7-47f196c3e055,Answer with diagrams super 👏,,Kanchisanjaykumar Kanchisanjaykumar,5,"Nov 06, 2024",Answer with
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,af86af23-b3dd-48f1-8171-8c0c91f32016,very nice 👍,,Saif Hussein,5,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,465a6d50-6f6e-4f4f-8c87-0326fd83127a,outstanding 👍🏻😊😊😊😊,,Sudesh Devi,5,"Nov 06, 2024",👍🏻😊😊😊😊
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,1fedd8ea-fe7d-4c5f-a958-095050411b7f,woww,,Raj Rajbanshi,5,"Nov 06, 2024",
Google Gemini,com.google.android.apps.bard,PRODUCTIVITY,13362d63-f65d-419d-bd05-4a38df8d088d,"Cool, fun how it intergrates with other google apps.",,King Gamer,5,"Nov 06, 2024",intergrates
